,average_temperature,precipitation,windspeed,city,date
2021-02-01,8.9,9.0,12.6,Thessaloniki,2021-02-01
2021-04-01,14.0,29.0,11.5,Thessaloniki,2021-04-01
2021-05-01,21.6,9.0,11.5,Thessaloniki,2021-05-01
2021-06-01,25.5,16.0,12.4,Thessaloniki,2021-06-01
2021-07-01,29.6,4.0,12.5,Thessaloniki,2021-07-01
2021-08-01,29.3,12.0,11.5,Thessaloniki,2021-08-01
2021-09-01,22.8,17.0,10.4,Thessaloniki,2021-09-01
2021-10-01,15.1,116.0,10.7,Thessaloniki,2021-10-01
2021-11-01,13.1,20.0,9.4,Thessaloniki,2021-11-01
2022-06-01,25.0,70.1,10.3,Thessaloniki,2022-06-01
2022-07-01,27.1,47.2,12.0,Thessaloniki,2022-07-01
2022-08-01,26.7,38.8,10.9,Thessaloniki,2022-08-01
2022-09-01,21.8,62.5,11.1,Thessaloniki,2022-09-01
2022-10-01,16.9,24.5,9.2,Thessaloniki,2022-10-01
2022-11-01,14.4,73.4,10.9,Thessaloniki,2022-11-01
2019-12-01,0.8,48.0,10.6,Smolensk,2019-12-01
2021-02-01,-9.0,60.0,15.7,Smolensk,2021-02-01
2021-03-01,-0.6,36.0,14.1,Smolensk,2021-03-01
2021-04-01,6.2,44.0,14.0,Smolensk,2021-04-01
2021-05-01,12.1,88.0,14.9,Smolensk,2021-05-01
2021-06-01,19.1,70.0,10.1,Smolensk,2021-06-01
2021-07-01,21.0,43.0,9.5,Smolensk,2021-07-01
2021-08-01,17.2,139.0,11.3,Smolensk,2021-08-01
2021-09-01,9.1,110.0,15.0,Smolensk,2021-09-01
2021-10-01,5.7,19.0,14.8,Smolensk,2021-10-01
2021-11-01,1.7,103.0,16.9,Smolensk,2021-11-01
2021-12-01,-5.4,53.7,15.7,Smolensk,2021-12-01
2022-01-01,-5.0,80.1,16.8,Smolensk,2022-01-01
2022-02-01,-2.0,38.8,17.8,Smolensk,2022-02-01
2022-03-01,-2.6,18.3,12.2,Smolensk,2022-03-01
2022-04-01,4.4,88.4,15.7,Smolensk,2022-04-01
2022-06-01,18.1,98.7,11.1,Smolensk,2022-06-01
2022-07-01,18.0,136.6,10.6,Smolensk,2022-07-01
2022-08-01,20.1,34.9,11.6,Smolensk,2022-08-01
2022-09-01,9.2,95.7,13.4,Smolensk,2022-09-01
2022-10-01,7.1,96.8,13.8,Smolensk,2022-10-01
2022-11-01,0.3,63.1,14.1,Smolensk,2022-11-01
2019-12-01,11.7,97.0,12.0,Izmir,2019-12-01
2020-01-01,8.7,40.0,19.6,Izmir,2020-01-01
2020-02-01,11.2,70.0,16.7,Izmir,2020-02-01
2020-03-01,13.7,59.0,15.6,Izmir,2020-03-01
2020-04-01,16.3,51.0,16.0,Izmir,2020-04-01
2020-05-01,21.4,79.0,11.8,Izmir,2020-05-01
2020-06-01,25.1,38.0,13.1,Izmir,2020-06-01
2020-07-01,29.2,0.0,23.7,Izmir,2020-07-01
2020-08-01,28.7,0.5,14.6,Izmir,2020-08-01
2020-09-01,26.8,0.0,18.1,Izmir,2020-09-01
2020-10-01,21.5,59.0,8.1,Izmir,2020-10-01
2020-11-01,14.6,5.0,18.0,Izmir,2020-11-01
2020-12-01,12.7,240.0,12.5,Izmir,2020-12-01
2021-01-01,11.2,202.0,16.0,Izmir,2021-01-01
2021-02-01,11.4,189.0,11.4,Izmir,2021-02-01
2021-03-01,11.4,104.0,10.0,Izmir,2021-03-01
2021-04-01,16.6,37.0,11.0,Izmir,2021-04-01
2021-05-01,23.8,1.0,9.1,Izmir,2021-05-01
2021-06-01,26.2,37.0,9.7,Izmir,2021-06-01
2021-07-01,30.7,0.0,12.4,Izmir,2021-07-01
2021-08-01,30.1,0.0,11.0,Izmir,2021-08-01
2021-09-01,25.8,0.5,11.0,Izmir,2021-09-01
2021-10-01,20.6,29.0,8.4,Izmir,2021-10-01
2021-11-01,18.3,38.0,9.0,Izmir,2021-11-01
2021-12-01,13.0,231.2,11.4,Izmir,2021-12-01
2022-01-01,8.1,49.4,10.5,Izmir,2022-01-01
2022-02-01,10.2,174.2,10.4,Izmir,2022-02-01
2022-03-01,9.0,19.9,11.1,Izmir,2022-03-01
2022-04-01,17.4,36.0,9.9,Izmir,2022-04-01
2022-05-01,22.0,14.3,11.0,Izmir,2022-05-01
2022-06-01,26.8,15.7,11.7,Izmir,2022-06-01
2022-07-01,29.1,0.0,14.0,Izmir,2022-07-01
2022-08-01,28.7,22.6,10.1,Izmir,2022-08-01
2022-09-01,24.9,1.3,10.3,Izmir,2022-09-01
2022-10-01,20.4,0.0,10.0,Izmir,2022-10-01
2022-11-01,16.0,81.2,9.0,Izmir,2022-11-01
2022-06-01,22.7,4.0,15.4,Volzhskiy,2022-06-01
2022-07-01,23.2,46.7,14.6,Volzhskiy,2022-07-01
2022-08-01,27.3,32.6,22.8,Volzhskiy,2022-08-01
2022-09-01,15.6,90.3,17.7,Volzhskiy,2022-09-01
2022-10-01,9.2,62.4,17.8,Volzhskiy,2022-10-01
2022-11-01,2.3,27.9,20.6,Volzhskiy,2022-11-01
2021-02-01,11.2,35.7,14.9,Bari,2021-02-01
2021-04-01,14.1,37.8,15.2,Bari,2021-04-01
2021-05-01,19.6,5.7,15.0,Bari,2021-05-01
2021-06-01,24.8,5.3,11.3,Bari,2021-06-01
2021-07-01,27.9,13.3,12.9,Bari,2021-07-01
2021-08-01,27.8,12.4,13.2,Bari,2021-08-01
2021-09-01,23.7,16.9,13.4,Bari,2021-09-01
2021-10-01,17.9,53.0,15.2,Bari,2021-10-01
2021-11-01,16.1,94.3,13.5,Bari,2021-11-01
2021-12-01,11.9,70.4,19.5,Bari,2021-12-01
2022-01-01,10.3,54.5,18.8,Bari,2022-01-01
2022-02-01,11.6,61.4,18.7,Bari,2022-02-01
2022-04-01,14.8,35.3,15.9,Bari,2022-04-01
2022-06-01,26.2,37.6,12.5,Bari,2022-06-01
2022-07-01,27.6,27.9,12.9,Bari,2022-07-01
2022-08-01,26.8,22.5,14.4,Bari,2022-08-01
2022-09-01,23.7,51.3,15.5,Bari,2022-09-01
2022-10-01,18.8,51.5,10.6,Bari,2022-10-01
2019-12-01,1.0,16.0,6.6,Cluj-Napoca,2019-12-01
2020-01-01,-2.4,9.0,6.4,Cluj-Napoca,2020-01-01
2020-02-01,2.4,39.0,8.6,Cluj-Napoca,2020-02-01
2020-04-01,9.7,31.0,8.4,Cluj-Napoca,2020-04-01
2020-05-01,13.2,57.0,8.5,Cluj-Napoca,2020-05-01
2020-06-01,18.8,109.0,7.4,Cluj-Napoca,2020-06-01
2020-07-01,19.8,60.0,7.3,Cluj-Napoca,2020-07-01
2020-08-01,21.2,88.0,7.7,Cluj-Napoca,2020-08-01
2020-09-01,17.0,44.0,7.3,Cluj-Napoca,2020-09-01
2020-10-01,11.0,49.0,6.6,Cluj-Napoca,2020-10-01
2020-11-01,3.2,21.0,5.1,Cluj-Napoca,2020-11-01
2020-12-01,3.3,37.0,7.0,Cluj-Napoca,2020-12-01
2021-01-01,-0.5,33.0,6.6,Cluj-Napoca,2021-01-01
2021-02-01,1.2,22.0,7.9,Cluj-Napoca,2021-02-01
2021-04-01,7.6,42.0,7.7,Cluj-Napoca,2021-04-01
2021-05-01,13.8,75.0,8.0,Cluj-Napoca,2021-05-01
2021-06-01,19.5,40.0,8.1,Cluj-Napoca,2021-06-01
2021-07-01,22.1,122.0,8.0,Cluj-Napoca,2021-07-01
2021-08-01,18.9,75.0,6.9,Cluj-Napoca,2021-08-01
2021-09-01,14.3,27.0,7.4,Cluj-Napoca,2021-09-01
2021-10-01,7.9,12.0,7.1,Cluj-Napoca,2021-10-01
2021-11-01,4.2,23.0,6.6,Cluj-Napoca,2021-11-01
2021-12-01,1.0,81.4,6.3,Cluj-Napoca,2021-12-01
2022-01-01,-1.2,27.9,7.4,Cluj-Napoca,2022-01-01
2022-02-01,1.8,16.3,7.0,Cluj-Napoca,2022-02-01
2022-04-01,8.6,88.5,7.6,Cluj-Napoca,2022-04-01
2022-06-01,20.3,27.8,7.7,Cluj-Napoca,2022-06-01
2022-07-01,21.9,16.5,8.4,Cluj-Napoca,2022-07-01
2022-08-01,21.7,95.8,7.0,Cluj-Napoca,2022-08-01
2022-09-01,14.2,83.2,6.7,Cluj-Napoca,2022-09-01
2022-10-01,10.6,25.8,6.8,Cluj-Napoca,2022-10-01
2022-11-01,5.5,72.4,5.5,Cluj-Napoca,2022-11-01
2019-12-01,4.1,24.0,7.1,Timisoara,2019-12-01
2020-01-01,-0.5,16.0,5.5,Timisoara,2020-01-01
2020-02-01,5.3,42.0,9.2,Timisoara,2020-02-01
2020-04-01,12.3,7.0,6.6,Timisoara,2020-04-01
2020-05-01,16.0,29.0,8.5,Timisoara,2020-05-01
2020-06-01,20.8,87.0,7.6,Timisoara,2020-06-01
2020-07-01,22.5,102.0,6.4,Timisoara,2020-07-01
2020-08-01,23.5,33.0,6.7,Timisoara,2020-08-01
2020-09-01,19.3,34.0,6.5,Timisoara,2020-09-01
2020-10-01,12.6,100.0,6.2,Timisoara,2020-10-01
2020-11-01,6.0,11.0,4.5,Timisoara,2020-11-01
2020-12-01,5.2,45.0,7.0,Timisoara,2020-12-01
2021-01-01,2.5,54.0,7.8,Timisoara,2021-01-01
2021-02-01,4.4,31.0,6.6,Timisoara,2021-02-01
2021-04-01,9.2,26.0,7.0,Timisoara,2021-04-01
2021-05-01,15.9,64.0,8.1,Timisoara,2021-05-01
2021-06-01,23.2,21.0,6.6,Timisoara,2021-06-01
2021-07-01,25.7,58.0,6.9,Timisoara,2021-07-01
2021-08-01,22.3,49.0,6.4,Timisoara,2021-08-01
2021-09-01,17.4,21.0,5.6,Timisoara,2021-09-01
2021-10-01,10.3,26.0,4.9,Timisoara,2021-10-01
2021-11-01,7.0,64.0,6.5,Timisoara,2021-11-01
2022-05-01,17.1,27.7,7.1,Timisoara,2022-05-01
2022-06-01,22.5,18.1,7.1,Timisoara,2022-06-01
2022-07-01,24.4,31.2,7.4,Timisoara,2022-07-01
2022-08-01,24.0,44.6,6.3,Timisoara,2022-08-01
2022-09-01,16.4,113.2,6.5,Timisoara,2022-09-01
2022-10-01,13.1,22.8,5.4,Timisoara,2022-10-01
2022-11-01,7.8,70.4,5.7,Timisoara,2022-11-01
2021-02-01,22.5,185.0,3.7,Cordoba,2021-02-01
2021-03-01,21.2,272.0,3.5,Cordoba,2021-03-01
2021-04-01,22.0,175.0,3.5,Cordoba,2021-04-01
2021-05-01,22.1,201.0,3.7,Cordoba,2021-05-01
2021-06-01,21.7,200.0,3.6,Cordoba,2021-06-01
2021-07-01,22.5,136.0,3.7,Cordoba,2021-07-01
2021-08-01,21.7,264.0,3.6,Cordoba,2021-08-01
2021-09-01,21.6,180.0,3.8,Cordoba,2021-09-01
2021-10-01,21.5,241.0,3.3,Cordoba,2021-10-01
2021-11-01,21.3,401.0,3.0,Cordoba,2021-11-01
2021-12-01,21.9,277.3,2.4,Cordoba,2021-12-01
2022-01-01,21.7,244.0,2.9,Cordoba,2022-01-01
2022-02-01,21.4,448.7,2.8,Cordoba,2022-02-01
2022-03-01,21.4,578.8,3.3,Cordoba,2022-03-01
2022-04-01,21.5,589.9,3.1,Cordoba,2022-04-01
2022-06-01,20.7,738.9,3.0,Cordoba,2022-06-01
2022-07-01,21.4,528.4,4.6,Cordoba,2022-07-01
2021-02-01,-14.6,39.5,8.6,Cherepovets,2021-02-01
2021-03-01,-4.0,40.8,11.4,Cherepovets,2021-03-01
2021-04-01,5.1,78.6,11.7,Cherepovets,2021-04-01
2021-05-01,12.9,75.1,11.5,Cherepovets,2021-05-01
2021-06-01,20.5,58.3,8.3,Cherepovets,2021-06-01
2021-07-01,20.1,31.4,6.8,Cherepovets,2021-07-01
2021-08-01,16.3,140.6,9.1,Cherepovets,2021-08-01
2021-09-01,8.0,106.4,9.4,Cherepovets,2021-09-01
2021-10-01,5.5,52.9,10.9,Cherepovets,2021-10-01
2021-11-01,0.4,95.1,13.0,Cherepovets,2021-11-01
2021-12-01,-12.0,56.5,10.0,Cherepovets,2021-12-01
2022-01-01,-8.7,50.7,10.5,Cherepovets,2022-01-01
2022-02-01,-3.3,38.0,12.4,Cherepovets,2022-02-01
2022-03-01,-3.8,21.8,9.1,Cherepovets,2022-03-01
2022-04-01,3.5,48.6,10.2,Cherepovets,2022-04-01
2022-05-01,8.8,82.8,11.2,Cherepovets,2022-05-01
2022-06-01,16.5,44.8,8.8,Cherepovets,2022-06-01
2022-07-01,19.4,82.8,7.1,Cherepovets,2022-07-01
2022-08-01,19.6,23.4,6.4,Cherepovets,2022-08-01
2022-09-01,8.5,107.5,9.5,Cherepovets,2022-09-01
2022-10-01,5.5,76.9,10.1,Cherepovets,2022-10-01
2022-11-01,-3.3,34.9,10.5,Cherepovets,2022-11-01
2019-12-01,2.1,29.0,10.0,Poltava,2019-12-01
2021-02-01,-5.0,74.0,14.0,Poltava,2021-02-01
2021-04-01,8.1,52.0,11.7,Poltava,2021-04-01
2021-05-01,15.5,53.0,14.1,Poltava,2021-05-01
2021-06-01,20.2,133.0,12.8,Poltava,2021-06-01
2021-07-01,24.2,18.0,10.3,Poltava,2021-07-01
2021-08-01,22.7,72.0,11.6,Poltava,2021-08-01
2021-09-01,13.5,43.0,12.1,Poltava,2021-09-01
2021-10-01,8.3,5.0,12.6,Poltava,2021-10-01
2021-11-01,4.2,46.0,13.7,Poltava,2021-11-01
2021-12-01,-1.3,74.0,13.8,Poltava,2021-12-01
2022-01-01,-2.6,48.2,17.6,Poltava,2022-01-01
2022-02-01,0.8,21.1,13.9,Poltava,2022-02-01
2022-04-01,9.5,79.5,15.3,Poltava,2022-04-01
2022-06-01,20.8,69.6,11.6,Poltava,2022-06-01
2022-07-01,20.5,95.3,11.6,Poltava,2022-07-01
2022-08-01,22.9,83.0,13.3,Poltava,2022-08-01
2022-09-01,12.7,77.2,12.3,Poltava,2022-09-01
2022-10-01,10.1,72.0,14.5,Poltava,2022-10-01
2022-11-01,3.3,70.5,12.2,Poltava,2022-11-01
2019-12-01,8.1,117.0,15.5,Nantes,2019-12-01
2020-01-01,8.1,100.0,15.3,Nantes,2020-01-01
2020-02-01,9.6,92.0,19.6,Nantes,2020-02-01
2020-04-01,14.2,56.0,12.2,Nantes,2020-04-01
2020-05-01,16.8,38.0,13.6,Nantes,2020-05-01
2020-06-01,17.1,103.0,12.5,Nantes,2020-06-01
2020-07-01,19.7,7.0,12.0,Nantes,2020-07-01
2020-08-01,20.2,81.0,10.8,Nantes,2020-08-01
2020-09-01,17.8,58.0,10.3,Nantes,2020-09-01
2020-10-01,12.5,112.0,14.5,Nantes,2020-10-01
2020-11-01,10.3,40.0,11.7,Nantes,2020-11-01
2020-12-01,7.6,132.0,14.8,Nantes,2020-12-01
2021-01-01,5.2,104.0,13.4,Nantes,2021-01-01
2021-02-01,7.7,53.0,16.0,Nantes,2021-02-01
2021-04-01,10.8,8.0,13.5,Nantes,2021-04-01
2021-05-01,13.2,85.0,15.9,Nantes,2021-05-01
2021-06-01,18.6,89.0,9.9,Nantes,2021-06-01
2021-07-01,19.1,46.0,12.8,Nantes,2021-07-01
2021-08-01,18.1,26.0,11.7,Nantes,2021-08-01
2021-09-01,18.6,32.0,11.0,Nantes,2021-09-01
2021-10-01,13.0,146.0,11.5,Nantes,2021-10-01
2022-06-01,19.4,61.4,11.9,Nantes,2022-06-01
2022-07-01,22.5,13.9,12.0,Nantes,2022-07-01
2022-08-01,22.7,37.2,11.5,Nantes,2022-08-01
2022-09-01,17.3,44.5,11.2,Nantes,2022-09-01
2022-10-01,16.4,51.8,12.1,Nantes,2022-10-01
2022-11-01,11.0,137.3,13.8,Nantes,2022-11-01
2021-02-01,3.0,38.4,10.8,Munster,2021-02-01
2021-04-01,7.0,21.1,9.8,Munster,2021-04-01
2021-05-01,11.8,85.2,13.0,Munster,2021-05-01
2021-06-01,20.0,111.8,7.5,Munster,2021-06-01
2021-07-01,18.9,69.1,8.7,Munster,2021-07-01
2021-08-01,17.6,82.9,9.7,Munster,2021-08-01
2021-09-01,16.2,24.6,7.3,Munster,2021-09-01
2021-10-01,10.1,52.2,10.2,Munster,2021-10-01
2021-11-01,5.3,27.2,9.1,Munster,2021-11-01
2021-12-01,4.4,49.9,10.9,Munster,2021-12-01
2022-01-01,3.6,60.0,12.1,Munster,2022-01-01
2022-02-01,5.9,56.3,17.8,Munster,2022-02-01
2022-04-01,8.9,56.3,11.8,Munster,2022-04-01
2022-05-01,16.0,17.9,9.4,Munster,2022-05-01
2022-06-01,19.6,47.3,8.2,Munster,2022-06-01
2022-07-01,20.7,30.0,9.1,Munster,2022-07-01
2022-08-01,23.0,11.1,8.9,Munster,2022-08-01
2022-09-01,14.7,108.9,9.8,Munster,2022-09-01
2022-10-01,12.8,60.6,10.0,Munster,2022-10-01
2022-11-01,7.5,67.5,10.9,Munster,2022-11-01
2021-02-01,-9.6,35.1,12.2,Oskemen,2021-02-01
2021-03-01,-4.6,64.1,12.6,Oskemen,2021-03-01
2021-04-01,5.7,7.4,11.4,Oskemen,2021-04-01
2021-05-01,15.9,15.7,11.2,Oskemen,2021-05-01
2021-06-01,17.9,46.0,11.5,Oskemen,2021-06-01
2021-07-01,21.4,41.1,10.2,Oskemen,2021-07-01
2021-08-01,18.6,37.6,8.2,Oskemen,2021-08-01
2021-09-01,11.6,29.2,8.8,Oskemen,2021-09-01
2021-10-01,4.1,63.5,9.5,Oskemen,2021-10-01
2021-11-01,-4.0,75.1,13.0,Oskemen,2021-11-01
2021-12-01,-9.1,32.7,7.8,Oskemen,2021-12-01
2022-01-01,-13.0,25.9,6.6,Oskemen,2022-01-01
2022-02-01,-14.0,15.3,7.6,Oskemen,2022-02-01
2022-03-01,-5.1,61.8,11.5,Oskemen,2022-03-01
2022-04-01,8.0,28.5,9.1,Oskemen,2022-04-01
2022-05-01,17.9,13.7,10.5,Oskemen,2022-05-01
2022-06-01,19.9,65.8,10.5,Oskemen,2022-06-01
2022-07-01,20.7,66.3,11.3,Oskemen,2022-07-01
2022-08-01,17.3,36.0,9.6,Oskemen,2022-08-01
2022-09-01,14.2,29.8,9.9,Oskemen,2022-09-01
2022-10-01,5.6,35.8,9.9,Oskemen,2022-10-01
2022-11-01,-5.9,80.9,11.4,Oskemen,2022-11-01
2019-12-01,4.8,52.0,11.8,Mannheim,2019-12-01
2020-01-01,4.4,16.0,11.7,Mannheim,2020-01-01
2020-02-01,7.1,86.0,17.9,Mannheim,2020-02-01
2020-03-01,7.8,46.0,13.5,Mannheim,2020-03-01
2020-04-01,13.2,8.0,9.1,Mannheim,2020-04-01
2020-05-01,14.6,48.0,10.8,Mannheim,2020-05-01
2020-06-01,18.5,106.0,8.8,Mannheim,2020-06-01
2020-07-01,20.7,33.0,9.3,Mannheim,2020-07-01
2020-08-01,22.4,60.0,8.1,Mannheim,2020-08-01
2020-09-01,17.5,37.0,7.6,Mannheim,2020-09-01
2020-10-01,11.8,57.0,10.8,Mannheim,2020-10-01
2020-11-01,6.6,26.0,9.4,Mannheim,2020-11-01
2020-12-01,4.6,55.0,10.5,Mannheim,2020-12-01
2021-01-01,2.6,48.0,12.2,Mannheim,2021-01-01
2021-02-01,4.4,59.9,8.8,Mannheim,2021-02-01
2021-03-01,6.8,21.0,11.6,Mannheim,2021-03-01
2021-04-01,8.3,33.3,10.5,Mannheim,2021-04-01
2021-05-01,12.5,86.6,11.8,Mannheim,2021-05-01
2021-06-01,21.2,101.5,8.4,Mannheim,2021-06-01
2021-07-01,19.9,69.8,9.3,Mannheim,2021-07-01
2021-08-01,18.6,76.4,9.2,Mannheim,2021-08-01
2021-09-01,17.5,35.6,6.8,Mannheim,2021-09-01
2021-10-01,10.7,54.8,8.3,Mannheim,2021-10-01
2021-11-01,5.3,54.8,7.9,Mannheim,2021-11-01
2021-12-01,4.8,73.8,8.8,Mannheim,2021-12-01
2022-01-01,3.6,65.0,10.4,Mannheim,2022-01-01
2022-02-01,6.4,61.3,14.7,Mannheim,2022-02-01
2022-03-01,7.5,16.7,7.6,Mannheim,2022-03-01
2022-04-01,9.9,74.0,11.1,Mannheim,2022-04-01
2022-05-01,17.4,21.0,9.5,Mannheim,2022-05-01
2022-06-01,21.2,42.2,9.1,Mannheim,2022-06-01
2022-07-01,22.7,13.3,9.9,Mannheim,2022-07-01
2022-08-01,23.9,26.5,9.2,Mannheim,2022-08-01
2022-09-01,15.8,126.3,8.8,Mannheim,2022-09-01
2022-10-01,14.5,73.4,7.0,Mannheim,2022-10-01
2022-11-01,8.8,82.7,7.5,Mannheim,2022-11-01
2019-12-01,4.8,71.5,12.6,Karlsruhe,2019-12-01
2020-01-01,4.6,37.3,12.0,Karlsruhe,2020-01-01
2020-02-01,7.3,122.5,21.5,Karlsruhe,2020-02-01
2020-03-01,7.3,58.0,16.5,Karlsruhe,2020-03-01
2020-04-01,13.9,12.7,11.7,Karlsruhe,2020-04-01
2020-05-01,14.9,31.4,11.8,Karlsruhe,2020-05-01
2020-06-01,18.4,73.2,12.3,Karlsruhe,2020-06-01
2020-07-01,20.9,35.1,12.4,Karlsruhe,2020-07-01
2020-08-01,22.0,46.6,10.8,Karlsruhe,2020-08-01
2020-09-01,17.2,29.2,10.2,Karlsruhe,2020-09-01
2020-10-01,11.2,68.7,12.9,Karlsruhe,2020-10-01
2020-11-01,7.2,18.4,9.4,Karlsruhe,2020-11-01
2020-12-01,4.7,79.9,9.9,Karlsruhe,2020-12-01
2021-01-01,2.4,106.5,14.1,Karlsruhe,2021-01-01
2021-02-01,4.9,57.7,10.7,Karlsruhe,2021-02-01
2021-03-01,6.3,48.0,12.3,Karlsruhe,2021-03-01
2021-04-01,8.4,30.0,12.3,Karlsruhe,2021-04-01
2021-05-01,12.2,81.3,16.0,Karlsruhe,2021-05-01
2021-06-01,20.8,95.8,9.7,Karlsruhe,2021-06-01
2021-07-01,19.6,92.5,11.5,Karlsruhe,2021-07-01
2021-08-01,18.3,68.0,12.0,Karlsruhe,2021-08-01
2021-09-01,17.2,23.1,8.8,Karlsruhe,2021-09-01
2021-10-01,10.4,48.5,9.7,Karlsruhe,2021-10-01
2021-11-01,4.9,48.3,10.6,Karlsruhe,2021-11-01
2021-12-01,4.6,75.3,12.2,Karlsruhe,2021-12-01
2022-01-01,3.3,54.4,14.3,Karlsruhe,2022-01-01
2022-02-01,6.2,52.3,20.1,Karlsruhe,2022-02-01
2022-03-01,7.1,26.7,10.5,Karlsruhe,2022-03-01
2022-04-01,10.2,88.4,14.0,Karlsruhe,2022-04-01
2022-05-01,17.3,12.4,11.1,Karlsruhe,2022-05-01
2022-06-01,20.7,77.6,9.5,Karlsruhe,2022-06-01
2022-07-01,22.3,4.5,11.2,Karlsruhe,2022-07-01
2022-08-01,22.8,67.4,10.4,Karlsruhe,2022-08-01
2022-09-01,15.2,142.9,11.4,Karlsruhe,2022-09-01
2022-10-01,14.1,77.5,9.0,Karlsruhe,2022-10-01
2022-11-01,8.1,84.6,9.7,Karlsruhe,2022-11-01
2019-12-01,13.0,15.0,15.2,Catania,2019-12-01
2020-01-01,9.8,6.0,11.7,Catania,2020-01-01
2020-02-01,11.4,1.0,12.6,Catania,2020-02-01
2020-04-01,15.0,8.0,12.1,Catania,2020-04-01
2020-05-01,19.6,0.5,13.5,Catania,2020-05-01
2020-06-01,22.6,5.0,13.0,Catania,2020-06-01
2020-07-01,26.2,4.0,12.2,Catania,2020-07-01
2020-08-01,27.6,0.5,12.6,Catania,2020-08-01
2020-09-01,24.3,202.0,12.5,Catania,2020-09-01
2020-10-01,18.7,36.0,11.5,Catania,2020-10-01
2020-11-01,15.9,128.0,11.3,Catania,2020-11-01
2020-12-01,12.2,68.0,13.0,Catania,2020-12-01
2021-01-01,11.2,19.0,13.7,Catania,2021-01-01
2021-02-01,11.6,11.0,13.1,Catania,2021-02-01
2021-04-01,14.5,24.0,14.4,Catania,2021-04-01
2021-05-01,19.1,1.0,13.1,Catania,2021-05-01
2021-06-01,24.5,2.0,12.5,Catania,2021-06-01
2021-07-01,27.0,0.0,13.4,Catania,2021-07-01
2021-08-01,28.3,0.0,13.4,Catania,2021-08-01
2021-09-01,25.0,19.0,12.5,Catania,2021-09-01
2021-10-01,19.1,253.0,15.6,Catania,2021-10-01
2021-11-01,16.5,73.2,14.4,Catania,2021-11-01
2021-12-01,11.3,31.5,14.3,Catania,2021-12-01
2022-01-01,9.2,2.1,12.0,Catania,2022-01-01
2022-02-01,11.2,2.3,15.1,Catania,2022-02-01
2022-04-01,15.1,31.3,17.0,Catania,2022-04-01
2022-05-01,19.3,21.3,12.6,Catania,2022-05-01
2022-06-01,25.9,0.4,12.0,Catania,2022-06-01
2022-07-01,27.6,0.0,11.9,Catania,2022-07-01
2022-08-01,27.0,22.5,11.6,Catania,2022-08-01
2022-09-01,25.4,12.9,13.4,Catania,2022-09-01
2022-10-01,20.2,14.5,10.0,Catania,2022-10-01
2022-11-01,16.2,103.4,13.3,Catania,2022-11-01
2019-12-01,-38.2,10.0,4.7,Yakutsk,2019-12-01
2020-01-01,-32.2,19.0,4.9,Yakutsk,2020-01-01
2020-02-01,-28.1,15.0,5.6,Yakutsk,2020-02-01
2020-03-01,-16.2,15.0,8.2,Yakutsk,2020-03-01
2020-04-01,-1.8,15.0,12.0,Yakutsk,2020-04-01
2020-05-01,9.2,11.0,11.8,Yakutsk,2020-05-01
2020-06-01,19.1,27.0,8.7,Yakutsk,2020-06-01
2020-07-01,21.1,34.0,10.0,Yakutsk,2020-07-01
2020-08-01,14.0,9.0,9.3,Yakutsk,2020-08-01
2020-09-01,9.1,6.0,9.1,Yakutsk,2020-09-01
2020-10-01,-6.8,28.0,8.8,Yakutsk,2020-10-01
2020-11-01,-19.7,20.0,7.5,Yakutsk,2020-11-01
2020-12-01,-38.5,15.0,2.7,Yakutsk,2020-12-01
2021-01-01,-44.5,4.0,0.9,Yakutsk,2021-01-01
2021-02-01,-32.6,7.0,5.6,Yakutsk,2021-02-01
2021-03-01,-18.4,10.0,9.1,Yakutsk,2021-03-01
2021-04-01,-6.2,24.0,10.8,Yakutsk,2021-04-01
2021-05-01,9.7,13.0,10.8,Yakutsk,2021-05-01
2021-06-01,20.3,2.0,10.1,Yakutsk,2021-06-01
2021-07-01,21.5,37.0,10.5,Yakutsk,2021-07-01
2021-08-01,17.4,47.0,9.8,Yakutsk,2021-08-01
2021-09-01,7.2,29.0,10.6,Yakutsk,2021-09-01
2021-10-01,-2.9,28.0,9.3,Yakutsk,2021-10-01
2021-11-01,-21.1,18.0,6.1,Yakutsk,2021-11-01
2022-03-01,-17.4,3.4,6.3,Yakutsk,2022-03-01
2022-06-01,20.0,18.9,10.4,Yakutsk,2022-06-01
2022-07-01,23.0,47.9,8.4,Yakutsk,2022-07-01
2022-08-01,15.3,146.4,9.2,Yakutsk,2022-08-01
2022-09-01,5.0,34.2,12.5,Yakutsk,2022-09-01
2022-10-01,-3.1,26.1,10.3,Yakutsk,2022-10-01
2022-11-01,-26.5,16.9,5.8,Yakutsk,2022-11-01
2021-02-01,-15.8,29.3,13.7,Kurgan,2021-02-01
2021-03-01,-6.3,19.9,13.1,Kurgan,2021-03-01
2021-04-01,6.5,4.5,13.1,Kurgan,2021-04-01
2021-05-01,19.3,12.5,12.8,Kurgan,2021-05-01
2021-06-01,18.8,14.3,11.5,Kurgan,2021-06-01
2021-07-01,19.4,105.7,11.5,Kurgan,2021-07-01
2021-08-01,19.7,25.5,10.0,Kurgan,2021-08-01
2021-09-01,9.4,15.8,14.2,Kurgan,2021-09-01
2021-10-01,4.4,23.2,12.2,Kurgan,2021-10-01
2021-11-01,-5.0,15.1,14.9,Kurgan,2021-11-01
2021-12-01,-9.7,39.5,13.2,Kurgan,2021-12-01
